;layers;neurons;optimizer;learning_rate;epochs;batch_size;accuracy;precision;recall;f1_score
1158;5;32;adam;0.05;150;16;0.2;0.04;0.2;0.0667
1159;5;32;adam;0.05;200;16;0.2;0.04;0.2;0.0667
1160;5;32;adam;0.001;50;16;0.16;0.05;0.16;0.0762
1161;5;32;adam;0.001;100;16;0.24;0.155;0.24;0.1856
1162;5;32;adam;0.001;150;16;0.32;0.32;0.32;0.2921
1163;5;32;adam;0.001;200;16;0.32;0.315;0.32;0.2856
1164;5;32;adam;0.005;50;16;0.2;0.2583;0.2;0.2022
1165;5;32;adam;0.005;100;16;0.2;0.1457;0.2;0.1591
1166;5;32;adam;0.005;150;16;0.32;0.255;0.32;0.279
1167;5;32;adam;0.005;200;16;0.32;0.38;0.32;0.3367
1168;5;32;adam;0.0001;50;16;0.2;0.04;0.2;0.0667
1169;5;32;adam;0.0001;100;16;0.2;0.04;0.2;0.0667
1170;5;32;adam;0.0001;150;16;0.2;0.0417;0.2;0.069
1171;5;32;adam;0.0001;200;16;0.16;0.0421;0.16;0.0667
1172;5;32;adam;0.0005;50;16;0.12;0.0333;0.12;0.0522
1173;5;32;adam;0.0005;100;16;0.16;0.08;0.16;0.1067
1174;5;32;adam;0.0005;150;16;0.32;0.3;0.32;0.2933
1175;5;32;adam;0.0005;200;16;0.4;0.4667;0.4;0.3933
1176;5;32;rmsprop;0.01;50;16;0.12;0.0462;0.12;0.0667
1177;5;32;rmsprop;0.01;100;16;0.16;0.0978;0.16;0.1171
1178;5;32;rmsprop;0.01;150;16;0.16;0.1;0.16;0.1231
1179;5;32;rmsprop;0.01;200;16;0.24;0.28;0.24;0.2333
1180;5;32;rmsprop;0.05;50;16;0.2;0.04;0.2;0.0667
1181;5;32;rmsprop;0.05;100;16;0.2;0.04;0.2;0.0667
1182;5;32;rmsprop;0.05;150;16;0.2;0.04;0.2;0.0667
1183;5;32;rmsprop;0.05;200;16;0.2;0.04;0.2;0.0667
1184;5;32;rmsprop;0.001;50;16;0.2;0.0455;0.2;0.0741
1185;5;32;rmsprop;0.001;100;16;0.24;0.1233;0.24;0.1573
1186;5;32;rmsprop;0.001;150;16;0.28;0.18;0.28;0.2133
1187;5;32;rmsprop;0.001;200;16;0.36;0.2215;0.36;0.2622
1188;5;32;rmsprop;0.005;50;16;0.32;0.255;0.32;0.2376
1189;5;32;rmsprop;0.005;100;16;0.32;0.3524;0.32;0.2933
1190;5;32;rmsprop;0.005;150;16;0.24;0.149;0.24;0.1715
1191;5;32;rmsprop;0.005;200;16;0.28;0.3367;0.28;0.2987
1192;5;32;rmsprop;0.0001;50;16;0.2;0.04;0.2;0.0667
1193;5;32;rmsprop;0.0001;100;16;0.2;0.04;0.2;0.0667
1194;5;32;rmsprop;0.0001;150;16;0.2;0.04;0.2;0.0667
1195;5;32;rmsprop;0.0001;200;16;0.2;0.04;0.2;0.0667
1196;5;32;rmsprop;0.0005;50;16;0.2;0.04;0.2;0.0667
1197;5;32;rmsprop;0.0005;100;16;0.12;0.0375;0.12;0.0571
1198;5;32;rmsprop;0.0005;150;16;0.16;0.0862;0.16;0.1067
1199;5;32;rmsprop;0.0005;200;16;0.24;0.1733;0.24;0.18
1200;5;32;sgd;0.01;50;16;0.2;0.04;0.2;0.0667
1201;5;32;sgd;0.01;100;16;0.2;0.04;0.2;0.0667
1202;5;32;sgd;0.01;150;16;0.2;0.04;0.2;0.0667
1203;5;32;sgd;0.01;200;16;0.2;0.04;0.2;0.0667
1204;5;32;sgd;0.05;50;16;0.2;0.04;0.2;0.0667
1205;5;32;sgd;0.05;100;16;0.2;0.04;0.2;0.0667
1206;5;32;sgd;0.05;150;16;0.2;0.04;0.2;0.0667
1207;5;32;sgd;0.05;200;16;0.2;0.04;0.2;0.0667
1208;5;32;sgd;0.001;50;16;0.2;0.04;0.2;0.0667
1209;5;32;sgd;0.001;100;16;0.2;0.04;0.2;0.0667
1210;5;32;sgd;0.001;150;16;0.2;0.04;0.2;0.0667
1211;5;32;sgd;0.001;200;16;0.2;0.04;0.2;0.0667
1212;5;32;sgd;0.005;50;16;0.2;0.04;0.2;0.0667
1213;5;32;sgd;0.005;100;16;0.2;0.04;0.2;0.0667
1214;5;32;sgd;0.005;150;16;0.2;0.04;0.2;0.0667
1215;5;32;sgd;0.005;200;16;0.2;0.04;0.2;0.0667
1216;5;32;sgd;0.0001;50;16;0.2;0.04;0.2;0.0667
1217;5;32;sgd;0.0001;100;16;0.2;0.04;0.2;0.0667
1218;5;32;sgd;0.0001;150;16;0.2;0.04;0.2;0.0667
1219;5;32;sgd;0.0001;200;16;0.2;0.04;0.2;0.0667
1220;5;32;sgd;0.0005;50;16;0.2;0.04;0.2;0.0667
1221;5;32;sgd;0.0005;100;16;0.2;0.04;0.2;0.0667
1222;5;32;sgd;0.0005;150;16;0.2;0.04;0.2;0.0667
1223;5;32;sgd;0.0005;200;16;0.2;0.04;0.2;0.0667
1224;5;48;adam;0.01;50;16;0.24;0.1471;0.24;0.1527
1225;5;48;adam;0.01;100;16;0.12;0.06;0.12;0.08
1226;5;48;adam;0.01;150;16;0.24;0.2933;0.24;0.24
1227;5;48;adam;0.01;200;16;0.2;0.1457;0.2;0.1591
1228;5;48;adam;0.05;50;16;0.2;0.04;0.2;0.0667
1229;5;48;adam;0.05;100;16;0.2;0.04;0.2;0.0667
1230;5;48;adam;0.05;150;16;0.2;0.04;0.2;0.0667
1231;5;48;adam;0.05;200;16;0.2;0.04;0.2;0.0667
1232;5;48;adam;0.001;50;16;0.36;0.2333;0.36;0.2667
1233;5;48;adam;0.001;100;16;0.28;0.16;0.28;0.2
1234;5;48;adam;0.001;150;16;0.24;0.16;0.24;0.1897
1235;5;48;adam;0.001;200;16;0.28;0.2967;0.28;0.272
1236;5;48;adam;0.005;50;16;0.12;0.0375;0.12;0.0571
1237;5;48;adam;0.005;100;16;0.28;0.34;0.28;0.2867
1238;5;48;adam;0.005;150;16;0.4;0.4133;0.4;0.3851
1239;5;48;adam;0.005;200;16;0.24;0.3;0.24;0.2567
1240;5;48;adam;0.0001;50;16;0.2;0.04;0.2;0.0667
1241;5;48;adam;0.0001;100;16;0.2;0.0455;0.2;0.0741
1242;5;48;adam;0.0001;150;16;0.12;0.0316;0.12;0.05
1243;5;48;adam;0.0001;200;16;0.16;0.0615;0.16;0.0889
1244;5;48;adam;0.0005;50;16;0.16;0.0444;0.16;0.0696
1245;5;48;adam;0.0005;100;16;0.24;0.14;0.24;0.1764
1246;5;48;adam;0.0005;150;16;0.36;0.4;0.36;0.36
1247;5;48;adam;0.0005;200;16;0.32;0.37;0.32;0.336
1248;5;48;rmsprop;0.01;50;16;0.16;0.0528;0.16;0.0781
1249;5;48;rmsprop;0.01;100;16;0.32;0.46;0.32;0.3567
1250;5;48;rmsprop;0.01;150;16;0.24;0.179;0.24;0.194
1251;5;48;rmsprop;0.01;200;16;0.2;0.115;0.2;0.1456
1252;5;48;rmsprop;0.05;50;16;0.2;0.04;0.2;0.0667
1253;5;48;rmsprop;0.05;100;16;0.2;0.04;0.2;0.0667
1254;5;48;rmsprop;0.05;150;16;0.16;0.0571;0.16;0.0842
1255;5;48;rmsprop;0.05;200;16;0.2;0.04;0.2;0.0667
1256;5;48;rmsprop;0.001;50;16;0.12;0.0462;0.12;0.0667
1257;5;48;rmsprop;0.001;100;16;0.24;0.108;0.24;0.1467
1258;5;48;rmsprop;0.001;150;16;0.24;0.12;0.24;0.159
1259;5;48;rmsprop;0.001;200;16;0.32;0.3127;0.32;0.28
1260;5;48;rmsprop;0.005;50;16;0.24;0.1033;0.24;0.1427
1261;5;48;rmsprop;0.005;100;16;0.36;0.44;0.36;0.3667
1262;5;48;rmsprop;0.005;150;16;0.28;0.2257;0.28;0.2467
1263;5;48;rmsprop;0.005;200;16;0.36;0.4533;0.36;0.3673
1264;5;48;rmsprop;0.0001;50;16;0.2;0.04;0.2;0.0667
1265;5;48;rmsprop;0.0001;100;16;0.2;0.04;0.2;0.0667
1266;5;48;rmsprop;0.0001;150;16;0.2;0.04;0.2;0.0667
1267;5;48;rmsprop;0.0001;200;16;0.2;0.0455;0.2;0.0741
1268;5;48;rmsprop;0.0005;50;16;0.2;0.0455;0.2;0.0741
1269;5;48;rmsprop;0.0005;100;16;0.28;0.2215;0.28;0.2222
1270;5;48;rmsprop;0.0005;150;16;0.16;0.1229;0.16;0.1165
1271;5;48;rmsprop;0.0005;200;16;0.24;0.1345;0.24;0.1683
1272;5;48;sgd;0.01;50;16;0.2;0.04;0.2;0.0667
1273;5;48;sgd;0.01;100;16;0.2;0.04;0.2;0.0667
1274;5;48;sgd;0.01;150;16;0.2;0.04;0.2;0.0667
1275;5;48;sgd;0.01;200;16;0.2;0.04;0.2;0.0667
1276;5;48;sgd;0.05;50;16;0.2;0.04;0.2;0.0667
1277;5;48;sgd;0.05;100;16;0.2;0.04;0.2;0.0667
1278;5;48;sgd;0.05;150;16;0.2;0.04;0.2;0.0667
1279;5;48;sgd;0.05;200;16;0.2;0.04;0.2;0.0667
1280;5;48;sgd;0.001;50;16;0.2;0.04;0.2;0.0667
1281;5;48;sgd;0.001;100;16;0.2;0.04;0.2;0.0667
1282;5;48;sgd;0.001;150;16;0.2;0.04;0.2;0.0667
1283;5;48;sgd;0.001;200;16;0.2;0.04;0.2;0.0667
1284;5;48;sgd;0.005;50;16;0.2;0.04;0.2;0.0667
1285;5;48;sgd;0.005;100;16;0.2;0.04;0.2;0.0667
1286;5;48;sgd;0.005;150;16;0.2;0.04;0.2;0.0667
1287;5;48;sgd;0.005;200;16;0.2;0.04;0.2;0.0667
1288;5;48;sgd;0.0001;50;16;0.2;0.04;0.2;0.0667
1289;5;48;sgd;0.0001;100;16;0.2;0.04;0.2;0.0667
1290;5;48;sgd;0.0001;150;16;0.2;0.04;0.2;0.0667
1291;5;48;sgd;0.0001;200;16;0.2;0.04;0.2;0.0667
1292;5;48;sgd;0.0005;50;16;0.2;0.04;0.2;0.0667
1293;5;48;sgd;0.0005;100;16;0.2;0.04;0.2;0.0667
1294;5;48;sgd;0.0005;150;16;0.2;0.04;0.2;0.0667
1295;5;48;sgd;0.0005;200;16;0.2;0.04;0.2;0.0667
1296;5;64;adam;0.01;50;16;0.2;0.04;0.2;0.0667
1297;5;64;adam;0.01;100;16;0.16;0.19;0.16;0.1733
1298;5;64;adam;0.01;150;16;0.28;0.41;0.28;0.306
1299;5;64;adam;0.01;200;16;0.2;0.0455;0.2;0.0741
1300;5;64;adam;0.05;50;16;0.2;0.04;0.2;0.0667
1301;5;64;adam;0.05;100;16;0.16;0.0442;0.16;0.0686
1302;5;64;adam;0.05;150;16;0.2;0.04;0.2;0.0667
1303;5;64;adam;0.05;200;16;0.2;0.04;0.2;0.0667
1304;5;64;adam;0.001;50;16;0.2;0.0767;0.2;0.1106
1305;5;64;adam;0.001;100;16;0.28;0.3133;0.28;0.2733
1306;5;64;adam;0.001;150;16;0.2;0.32;0.2;0.2343
1307;5;64;adam;0.001;200;16;0.24;0.26;0.24;0.24
1308;5;64;adam;0.005;50;16;0.16;0.0562;0.16;0.0827
1309;5;64;adam;0.005;100;16;0.32;0.3333;0.32;0.3033
1310;5;64;adam;0.005;150;16;0.32;0.43;0.32;0.34
1311;5;64;adam;0.005;200;16;0.36;0.38;0.36;0.3467
1312;5;64;adam;0.0001;50;16;0.2;0.0455;0.2;0.0741
1313;5;64;adam;0.0001;100;16;0.2;0.0417;0.2;0.069
1314;5;64;adam;0.0001;150;16;0.16;0.0421;0.16;0.0667
1315;5;64;adam;0.0001;200;16;0.24;0.1662;0.24;0.1867
1316;5;64;adam;0.0005;50;16;0.12;0.1;0.12;0.1091
1317;5;64;adam;0.0005;100;16;0.24;0.16;0.24;0.1867
1318;5;64;adam;0.0005;150;16;0.28;0.26;0.28;0.2691
1319;5;64;adam;0.0005;200;16;0.36;0.34;0.36;0.336
1320;5;64;rmsprop;0.01;50;16;0.2;0.0728;0.2;0.1048
1321;5;64;rmsprop;0.01;100;16;0.2;0.1257;0.2;0.1458
1322;5;64;rmsprop;0.01;150;16;0.24;0.21;0.24;0.216
1323;5;64;rmsprop;0.01;200;16;0.24;0.1967;0.24;0.2
1324;5;64;rmsprop;0.05;50;16;0.2;0.04;0.2;0.0667
1325;5;64;rmsprop;0.05;100;16;0.2;0.04;0.2;0.0667
1326;5;64;rmsprop;0.05;150;16;0.2;0.04;0.2;0.0667
1327;5;64;rmsprop;0.05;200;16;0.2;0.04;0.2;0.0667
1328;5;64;rmsprop;0.001;50;16;0.16;0.0567;0.16;0.082
1329;5;64;rmsprop;0.001;100;16;0.28;0.16;0.28;0.199
1330;5;64;rmsprop;0.001;150;16;0.44;0.6;0.44;0.4767
1331;5;64;rmsprop;0.001;200;16;0.2;0.21;0.2;0.2
1332;5;64;rmsprop;0.005;50;16;0.24;0.08;0.24;0.12
1333;5;64;rmsprop;0.005;100;16;0.12;0.1533;0.12;0.1067
1334;5;64;rmsprop;0.005;150;16;0.32;0.33;0.32;0.2791
1335;5;64;rmsprop;0.005;200;16;0.24;0.34;0.24;0.26
1336;5;64;rmsprop;0.0001;50;16;0.2;0.04;0.2;0.0667
1337;5;64;rmsprop;0.0001;100;16;0.2;0.04;0.2;0.0667
1338;5;64;rmsprop;0.0001;150;16;0.2;0.04;0.2;0.0667
1339;5;64;rmsprop;0.0001;200;16;0.2;0.0417;0.2;0.069
1340;5;64;rmsprop;0.0005;50;16;0.2;0.0455;0.2;0.0741
1341;5;64;rmsprop;0.0005;100;16;0.2;0.1062;0.2;0.1333
1342;5;64;rmsprop;0.0005;150;16;0.2;0.1267;0.2;0.1524
1343;5;64;rmsprop;0.0005;200;16;0.24;0.1262;0.24;0.16
1344;5;64;sgd;0.01;50;16;0.2;0.04;0.2;0.0667
1345;5;64;sgd;0.01;100;16;0.2;0.04;0.2;0.0667
1346;5;64;sgd;0.01;150;16;0.2;0.04;0.2;0.0667
1347;5;64;sgd;0.01;200;16;0.2;0.04;0.2;0.0667
1348;5;64;sgd;0.05;50;16;0.2;0.04;0.2;0.0667
1349;5;64;sgd;0.05;100;16;0.2;0.04;0.2;0.0667
1350;5;64;sgd;0.05;150;16;0.2;0.04;0.2;0.0667
1351;5;64;sgd;0.05;200;16;0.2;0.04;0.2;0.0667
1352;5;64;sgd;0.001;50;16;0.2;0.04;0.2;0.0667
1353;5;64;sgd;0.001;100;16;0.2;0.04;0.2;0.0667
1354;5;64;sgd;0.001;150;16;0.2;0.04;0.2;0.0667
1355;5;64;sgd;0.001;200;16;0.2;0.04;0.2;0.0667
1356;5;64;sgd;0.005;50;16;0.2;0.04;0.2;0.0667
1357;5;64;sgd;0.005;100;16;0.2;0.04;0.2;0.0667
1358;5;64;sgd;0.005;150;16;0.2;0.04;0.2;0.0667
1359;5;64;sgd;0.005;200;16;0.2;0.04;0.2;0.0667
1360;5;64;sgd;0.0001;50;16;0.2;0.04;0.2;0.0667
1361;5;64;sgd;0.0001;100;16;0.2;0.04;0.2;0.0667
1362;5;64;sgd;0.0001;150;16;0.2;0.04;0.2;0.0667
1363;5;64;sgd;0.0001;200;16;0.2;0.04;0.2;0.0667
1364;5;64;sgd;0.0005;50;16;0.2;0.04;0.2;0.0667
1365;5;64;sgd;0.0005;100;16;0.2;0.04;0.2;0.0667
1366;5;64;sgd;0.0005;150;16;0.2;0.04;0.2;0.0667
1367;5;64;sgd;0.0005;200;16;0.2;0.04;0.2;0.0667
1368;5;80;adam;0.01;50;16;0.2;0.1533;0.2;0.1721
1369;5;80;adam;0.01;100;16;0.24;0.1415;0.24;0.1689
1370;5;80;adam;0.01;150;16;0.28;0.32;0.28;0.2833
1371;5;80;adam;0.01;200;16;0.2;0.04;0.2;0.0667
1372;5;80;adam;0.05;50;16;0.2;0.04;0.2;0.0667
1373;5;80;adam;0.05;100;16;0.2;0.04;0.2;0.0667
1374;5;80;adam;0.05;150;16;0.12;0.0375;0.12;0.0571
1375;5;80;adam;0.05;200;16;0.2;0.04;0.2;0.0667
1376;5;80;adam;0.001;50;16;0.28;0.3;0.28;0.28
1377;5;80;adam;0.001;100;16;0.36;0.4233;0.36;0.3593
1378;5;80;adam;0.001;150;16;0.32;0.46;0.32;0.366
1379;5;80;adam;0.001;200;16;0.36;0.4067;0.36;0.3587
1380;5;80;adam;0.005;50;16;0.16;0.0662;0.16;0.0933
1381;5;80;adam;0.005;100;16;0.28;0.4233;0.28;0.2903
1382;5;80;adam;0.005;150;16;0.24;0.2557;0.24;0.2233
1383;5;80;adam;0.005;200;16;0.24;0.2933;0.24;0.25
1384;5;80;adam;0.0001;50;16;0.2;0.04;0.2;0.0667
1385;5;80;adam;0.0001;100;16;0.16;0.0421;0.16;0.0667
1386;5;80;adam;0.0001;150;16;0.2;0.11;0.2;0.1373
1387;5;80;adam;0.0001;200;16;0.12;0.06;0.12;0.08
1388;5;80;adam;0.0005;50;16;0.16;0.115;0.16;0.1323
1389;5;80;adam;0.0005;100;16;0.32;0.3433;0.32;0.3133
1390;5;80;adam;0.0005;150;16;0.36;0.48;0.36;0.3833
1391;5;80;adam;0.0005;200;16;0.36;0.3867;0.36;0.3553
1392;5;80;rmsprop;0.01;50;16;0.12;0.0462;0.12;0.0667
1393;5;80;rmsprop;0.01;100;16;0.24;0.1557;0.24;0.1727
1394;5;80;rmsprop;0.01;150;16;0.28;0.2737;0.28;0.24
1395;5;80;rmsprop;0.01;200;16;0.16;0.32;0.16;0.21
1396;5;80;rmsprop;0.05;50;16;0.0;0.0;0.0;0.0
1397;5;80;rmsprop;0.05;100;16;0.2;0.04;0.2;0.0667
1398;5;80;rmsprop;0.05;150;16;0.2;0.04;0.2;0.0667
1399;5;80;rmsprop;0.05;200;16;0.04;0.0016;0.04;0.0031
1400;5;80;rmsprop;0.001;50;16;0.12;0.06;0.12;0.08
1401;5;80;rmsprop;0.001;100;16;0.2;0.0867;0.2;0.1181
1402;5;80;rmsprop;0.001;150;16;0.2;0.109;0.2;0.136
1403;5;80;rmsprop;0.001;200;16;0.2;0.14;0.2;0.1624
1404;5;80;rmsprop;0.005;50;16;0.24;0.1109;0.24;0.1517
1405;5;80;rmsprop;0.005;100;16;0.16;0.14;0.16;0.1491
1406;5;80;rmsprop;0.005;150;16;0.28;0.31;0.28;0.2727
1407;5;80;rmsprop;0.005;200;16;0.24;0.3;0.24;0.2533
1408;5;80;rmsprop;0.0001;50;16;0.2;0.04;0.2;0.0667
1409;5;80;rmsprop;0.0001;100;16;0.2;0.04;0.2;0.0667
1410;5;80;rmsprop;0.0001;150;16;0.2;0.0455;0.2;0.0741
1411;5;80;rmsprop;0.0001;200;16;0.2;0.0455;0.2;0.0741
1412;5;80;rmsprop;0.0005;50;16;0.2;0.0455;0.2;0.0741
1413;5;80;rmsprop;0.0005;100;16;0.12;0.05;0.12;0.0706
1414;5;80;rmsprop;0.0005;150;16;0.24;0.11;0.24;0.1484
1415;5;80;rmsprop;0.0005;200;16;0.28;0.1667;0.28;0.2057
1416;5;80;sgd;0.01;50;16;0.2;0.04;0.2;0.0667
1417;5;80;sgd;0.01;100;16;0.2;0.04;0.2;0.0667
1418;5;80;sgd;0.01;150;16;0.2;0.04;0.2;0.0667
1419;5;80;sgd;0.01;200;16;0.2;0.04;0.2;0.0667
1420;5;80;sgd;0.05;50;16;0.2;0.04;0.2;0.0667
1421;5;80;sgd;0.05;100;16;0.2;0.04;0.2;0.0667
1422;5;80;sgd;0.05;150;16;0.2;0.04;0.2;0.0667
1423;5;80;sgd;0.05;200;16;0.2;0.04;0.2;0.0667
1424;5;80;sgd;0.001;50;16;0.2;0.04;0.2;0.0667
1425;5;80;sgd;0.001;100;16;0.2;0.04;0.2;0.0667
1426;5;80;sgd;0.001;150;16;0.2;0.04;0.2;0.0667
1427;5;80;sgd;0.001;200;16;0.2;0.04;0.2;0.0667
1428;5;80;sgd;0.005;50;16;0.2;0.04;0.2;0.0667
1429;5;80;sgd;0.005;100;16;0.2;0.04;0.2;0.0667
1430;5;80;sgd;0.005;150;16;0.2;0.04;0.2;0.0667
1431;5;80;sgd;0.005;200;16;0.2;0.04;0.2;0.0667
1432;5;80;sgd;0.0001;50;16;0.2;0.04;0.2;0.0667
1433;5;80;sgd;0.0001;100;16;0.2;0.04;0.2;0.0667
1434;5;80;sgd;0.0001;150;16;0.2;0.04;0.2;0.0667
1435;5;80;sgd;0.0001;200;16;0.2;0.04;0.2;0.0667
1436;5;80;sgd;0.0005;50;16;0.2;0.04;0.2;0.0667
1437;5;80;sgd;0.0005;100;16;0.2;0.04;0.2;0.0667
1438;5;80;sgd;0.0005;150;16;0.2;0.04;0.2;0.0667
1439;5;80;sgd;0.0005;200;16;0.2;0.04;0.2;0.0667
